name,link,rating,ico_profile,team,vision,product,date
exsulcoin,https://icobench.com/ico/exsulcoin/,2.4,2.9,1.0,1.0,1.0,2017-12-04 - 2018-02-12
gems,https://icobench.com/ico/gems/,2.9,2.9,0,0,0,
globetrotter,https://icobench.com/ico/globetrotter/,2.9,2.9,2.5,3.0,3.0,2018-01-15 - 2018-02-28
hade,https://icobench.com/ico/hade/,2.9,2.9,3.0,3.0,3.0,
insights-network,https://icobench.com/ico/insights-network/,3.1,2.9,3.0,4.0,4.0,2018-01-28 - 2018-02-14
liminality-network,https://icobench.com/ico/liminality-network/,2.9,2.9,0,0,0,
masscryp,https://icobench.com/ico/masscryp/,2.9,2.9,0,0,0,2017-11-28 - 2018-01-31
medibond,https://icobench.com/ico/medibond/,2.9,2.9,3.0,3.0,3.0,
misscoin,https://icobench.com/ico/misscoin/,2.9,2.9,0,0,0,2017-12-09 - 2018-05-07
mytime,https://icobench.com/ico/mytime/,2.9,2.9,0,0,0,2018-03-24 - 2018-03-24
onncoin,https://icobench.com/ico/onncoin/,2.9,2.9,0,0,0,2018-01-15 - 2018-03-15
openassets,https://icobench.com/ico/openassets/,2.9,2.9,0,0,0,2018-02-26 - 2018-04-01
piligrim-xxi,https://icobench.com/ico/piligrim-xxi/,2.2,2.9,1.0,1.6,1.0,
r-pay,https://icobench.com/ico/r-pay/,3.0,2.9,3.0,4.0,4.0,
rchain,https://icobench.com/ico/rchain/,2.9,2.9,0,0,0,
relest,https://icobench.com/ico/relest/,3.3,2.9,2.7,4.3,4.3,2017-11-25 - 2018-01-25
smartcity,https://icobench.com/ico/smartcity/,2.9,2.9,0,0,0,2018-01-15 - 2018-01-31
sooloox,https://icobench.com/ico/sooloox/,2.9,2.9,0,0,0,2018-04-16 - 2018-04-21
telegram-open-network,https://icobench.com/ico/telegram-open-network/,2.9,2.9,0,0,0,
workpress,https://icobench.com/ico/workpress/,2.9,2.9,0,0,0,2018-01-01 - 2018-01-31
cointed,https://icobench.com/ico/cointed/,2.6,2.8,2.5,2.2,2.6,2017-11-20 - 2018-02-28
crassula,https://icobench.com/ico/crassula/,2.8,2.8,0,0,0,
decoin,https://icobench.com/ico/decoin/,2.9,2.8,3.5,3.0,2.5,2017-12-18 - 2018-01-31
elige-re,https://icobench.com/ico/elige-re/,2.9,2.8,3.0,3.0,3.0,
foodimus,https://icobench.com/ico/foodimus/,2.8,2.8,0,0,0,2018-03-01 - 2018-04-15
gravel-coin,https://icobench.com/ico/gravel-coin/,2.9,2.8,3.0,3.5,3.0,2017-12-15 - 2018-01-31
gron-digital,https://icobench.com/ico/gron-digital/,3.0,2.8,4.0,4.0,3.0,2018-01-09 - 2018-01-23
hybrid-betting,https://icobench.com/ico/hybrid-betting/,3.0,2.8,4.0,4.0,3.0,2018-01-10 - 2018-03-10
jnet1,https://icobench.com/ico/jnet1/,2.5,2.8,1.9,2.7,1.5,
loan-bit,https://icobench.com/ico/loan-bit/,2.9,2.8,3.0,3.0,3.0,
loyaltychain,https://icobench.com/ico/loyaltychain/,2.8,2.8,0,0,0,
maxbull-coin,https://icobench.com/ico/maxbull-coin/,2.8,2.8,0,0,0,2018-01-01 - 2018-03-31
mdk,https://icobench.com/ico/mdk/,3.0,2.8,3.0,3.0,4.0,
mining-now,https://icobench.com/ico/mining-now/,2.9,2.8,3.0,4.0,3.0,2017-12-05 - 2018-02-28
proncoin,https://icobench.com/ico/proncoin/,2.8,2.8,0,0,0,2018-01-01 - 2018-03-21
pulsar,https://icobench.com/ico/pulsar/,3.1,2.8,4.0,3.7,3.7,2017-11-13 - 2018-05-13
tag-world-exchange,https://icobench.com/ico/tag-world-exchange/,3.8,2.8,4.7,4.7,4.7,2018-01-03 - 2018-02-03
the-advertising-currency,https://icobench.com/ico/the-advertising-currency/,2.8,2.8,0,0,0,2017-12-01 - 2018-01-29
veritas-mining,https://icobench.com/ico/veritas-mining/,2.8,2.8,0,0,0,
vyral,https://icobench.com/ico/vyral/,2.8,2.8,0,0,0,
aditus,https://icobench.com/ico/aditus/,2.6,2.6,0,0,0,
alchemybyte,https://icobench.com/ico/alchemybyte/,2.6,2.6,0,0,0,2018-01-02 - 2018-02-16
auditchain,https://icobench.com/ico/auditchain/,2.6,2.6,0,0,0,
bondkick-syndicate,https://icobench.com/ico/bondkick-syndicate/,2.6,2.6,0,0,0,2017-11-06 - 2018-01-31
charityspace,https://icobench.com/ico/charityspace/,2.9,2.6,3.2,3.7,2.7,2018-04-20 - 2018-05-31
chatello-app,https://icobench.com/ico/chatello-app/,2.6,2.6,0,0,0,2018-01-02 - 2018-02-15
coincasino,https://icobench.com/ico/coincasino/,2.1,2.6,1.6,1.6,1.0,2017-12-27 - 2018-02-15
cottagecoin,https://icobench.com/ico/cottagecoin/,2.5,2.6,3.0,2.0,2.0,2018-02-01 - 2018-02-28
fair-game,https://icobench.com/ico/fair-game/,2.8,2.6,2.6,3.4,3.0,2017-12-28 - 2018-01-28
fornicoin,https://icobench.com/ico/fornicoin/,2.6,2.6,0,0,0,2018-01-05 - 2018-02-20
green-list-standard,https://icobench.com/ico/green-list-standard/,2.6,2.6,0,0,0,2017-12-01 - 2018-01-31
hellenium,https://icobench.com/ico/hellenium/,2.6,2.6,0,0,0,
herby,https://icobench.com/ico/herby/,2.6,2.6,0,0,0,
iconiq-lab,https://icobench.com/ico/iconiq-lab/,2.6,2.6,0,0,0,
luckbox,https://icobench.com/ico/luckbox/,2.6,2.6,0,0,0,2018-01-22 - 2018-02-15
medichain,https://icobench.com/ico/medichain/,2.6,2.6,0,0,0,
mercury-protocol,https://icobench.com/ico/mercury-protocol/,2.6,2.6,0,0,0,
patriot,https://icobench.com/ico/patriot/,2.6,2.6,0,0,0,2018-01-05 - 2018-02-05
pinkdate,https://icobench.com/ico/pinkdate/,2.6,2.6,0,0,0,2018-01-01 - 2018-01-31
presscoin,https://icobench.com/ico/presscoin/,2.6,2.6,0,0,0,
revv-coin,https://icobench.com/ico/revv-coin/,2.6,2.6,0,0,0,2017-12-18 - 2018-01-22
rothscoin,https://icobench.com/ico/rothscoin/,2.6,2.6,0,0,0,2017-12-18 - 2018-01-28
totum,https://icobench.com/ico/totum/,2.9,2.6,2.4,4.0,3.4,2017-12-15 - 2018-01-31
virtonomics,https://icobench.com/ico/virtonomics/,3.2,2.6,3.1,4.4,3.8,
world-tourism,https://icobench.com/ico/world-tourism/,2.6,2.6,2.0,3.0,3.0,
youra,https://icobench.com/ico/youra/,2.6,2.6,0,0,0,
zeus,https://icobench.com/ico/zeus/,2.6,2.6,2.5,3.0,2.0,2017-12-15 - 2018-01-25
0chain,https://icobench.com/ico/0chain/,2.5,2.5,0,0,0,
1worldblockchain,https://icobench.com/ico/1worldblockchain/,3.3,2.5,4.0,3.9,3.7,
big-foundation,https://icobench.com/ico/big-foundation/,2.5,2.5,3.0,3.0,2.0,2017-10-12 - 2018-11-01
bitto-exchange,https://icobench.com/ico/bitto-exchange/,2.5,2.5,0,0,0,2018-01-16 - 2018-04-03
blaq,https://icobench.com/ico/blaq/,2.5,2.5,0,0,0,
coinfer,https://icobench.com/ico/coinfer/,2.5,2.5,0,0,0,2018-01-11 - 2018-02-10
ekash,https://icobench.com/ico/ekash/,2.5,2.5,0,0,0,2018-01-01 - 2018-03-31
enet-network,https://icobench.com/ico/enet-network/,2.5,2.5,0,0,0,2017-11-30 - 2018-02-28
healpoint,https://icobench.com/ico/healpoint/,2.6,2.5,3.0,3.0,3.0,
icobasis,https://icobench.com/ico/icobasis/,2.5,2.5,2.3,3.4,1.9,2017-12-23 - 2018-02-07
jboxcoin,https://icobench.com/ico/jboxcoin/,2.6,2.5,5.0,5.0,5.0,
kala-token,https://icobench.com/ico/kala-token/,2.5,2.5,0,0,0,2017-11-27 - 2018-03-31
labrys,https://icobench.com/ico/labrys/,2.5,2.5,3.0,4.0,1.0,
loomia,https://icobench.com/ico/loomia/,2.5,2.5,0,0,0,
loopx,https://icobench.com/ico/loopx/,2.5,2.5,0,0,0,2018-01-10 - 2018-01-30
machtcoin,https://icobench.com/ico/machtcoin/,2.2,2.5,1.0,1.0,2.0,2018-01-15 - 2018-02-08
morpheus-network,https://icobench.com/ico/morpheus-network/,2.5,2.5,0,0,0,
nocta,https://icobench.com/ico/nocta/,2.5,2.5,0,0,0,
